ctype,sev_level,Acc,Error_rate
brightness,1,0.914,0.08599999999999997
brightness,2,0.902,0.09799999999999998
brightness,3,0.895,0.10499999999999998
brightness,4,0.87,0.13
brightness,5,0.8290000000000001,0.17099999999999993
contrast,1,0.88,0.12
contrast,2,0.848,0.15200000000000002
contrast,3,0.766,0.23399999999999999
contrast,4,0.457,0.5429999999999999
contrast,5,0.215,0.785
defocus_blur,1,0.8130000000000001,0.18699999999999994
defocus_blur,2,0.741,0.259
defocus_blur,3,0.589,0.41100000000000003
defocus_blur,4,0.453,0.5469999999999999
defocus_blur,5,0.34800000000000003,0.6519999999999999
elastic_transform,1,0.89,0.10999999999999999
elastic_transform,2,0.792,0.20799999999999996
elastic_transform,3,0.888,0.11199999999999999
elastic_transform,4,0.851,0.14900000000000002
elastic_transform,5,0.682,0.31799999999999995
fog,1,0.871,0.129
fog,2,0.853,0.14700000000000002
fog,3,0.783,0.21699999999999997
fog,4,0.753,0.247
fog,5,0.616,0.384
frost,1,0.864,0.136
frost,2,0.787,0.21299999999999997
frost,3,0.705,0.29500000000000004
frost,4,0.685,0.31499999999999995
frost,5,0.61,0.39
gaussian_noise,1,0.865,0.135
gaussian_noise,2,0.799,0.20099999999999996
gaussian_noise,3,0.625,0.375
gaussian_noise,4,0.41600000000000004,0.584
gaussian_noise,5,0.20600000000000002,0.794
glass_blur,1,0.844,0.15600000000000003
glass_blur,2,0.776,0.22399999999999998
glass_blur,3,0.606,0.394
glass_blur,4,0.548,0.45199999999999996
glass_blur,5,0.47600000000000003,0.524
impulse_noise,1,0.787,0.21299999999999997
impulse_noise,2,0.717,0.28300000000000003
impulse_noise,3,0.638,0.362
impulse_noise,4,0.40800000000000003,0.592
impulse_noise,5,0.23800000000000002,0.762
jpeg_compression,1,0.887,0.11299999999999999
jpeg_compression,2,0.869,0.131
jpeg_compression,3,0.851,0.14900000000000002
jpeg_compression,4,0.794,0.20599999999999996
jpeg_compression,5,0.7000000000000001,0.29999999999999993
motion_blur,1,0.868,0.132
motion_blur,2,0.807,0.19299999999999995
motion_blur,3,0.6910000000000001,0.30899999999999994
motion_blur,4,0.5660000000000001,0.43399999999999994
motion_blur,5,0.47400000000000003,0.526
pixelate,1,0.9,0.09999999999999998
pixelate,2,0.888,0.11199999999999999
pixelate,3,0.836,0.16400000000000003
pixelate,4,0.76,0.24
pixelate,5,0.717,0.28300000000000003
shot_noise,1,0.851,0.14900000000000002
shot_noise,2,0.738,0.262
shot_noise,3,0.586,0.41400000000000003
shot_noise,4,0.322,0.6779999999999999
shot_noise,5,0.217,0.783
snow,1,0.803,0.19699999999999995
snow,2,0.66,0.33999999999999997
snow,3,0.656,0.344
snow,4,0.5720000000000001,0.42799999999999994
snow,5,0.46900000000000003,0.5309999999999999
zoom_blur,1,0.765,0.235
zoom_blur,2,0.6950000000000001,0.30499999999999994
zoom_blur,3,0.617,0.383
zoom_blur,4,0.558,0.44199999999999995
zoom_blur,5,0.499,0.501
speckle_noise,1,0.862,0.138
speckle_noise,2,0.8300000000000001,0.16999999999999993
speckle_noise,3,0.628,0.372
speckle_noise,4,0.481,0.519
speckle_noise,5,0.34900000000000003,0.651
gaussian_blur,1,0.885,0.11499999999999999
gaussian_blur,2,0.784,0.21599999999999997
gaussian_blur,3,0.635,0.365
gaussian_blur,4,0.515,0.485
gaussian_blur,5,0.334,0.6659999999999999
spatter,1,0.911,0.08899999999999997
spatter,2,0.838,0.16200000000000003
spatter,3,0.774,0.22599999999999998
spatter,4,0.657,0.34299999999999997
spatter,5,0.542,0.45799999999999996
saturate,1,0.8290000000000001,0.17099999999999993
saturate,2,0.79,0.20999999999999996
saturate,3,0.896,0.10399999999999998
saturate,4,0.792,0.20799999999999996
saturate,5,0.672,0.32799999999999996
