Source,Target
0,2190
0,136
0,530
0,1852
0,2237
1,308
1,2046
1,53
1,1865
1,1579
2,1881
2,2419
2,77
2,1004
2,228
3,458
3,1568
3,2387
3,1282
3,1372
4,1563
4,2242
4,2681
4,2670
4,1734
5,2697
5,2406
5,2081
5,2567
5,2173
6,1441
6,195
6,1002
6,615
6,1337
7,2211
7,294
7,2660
7,701
7,594
8,982
8,1340
8,388
8,1384
8,2162
9,2075
9,795
9,1366
9,637
9,662
10,16
10,1924
10,859
10,1861
10,1661
11,17
11,2026
11,267
11,979
11,2617
12,758
12,1229
12,623
12,2209
12,404
13,1281
13,1432
13,1309
13,1446
13,69
14,672
14,337
14,118
14,1561
14,416
15,256
15,2523
15,2076
15,2936
15,1253
16,10
16,859
16,1861
16,1710
16,1532
17,11
17,267
17,979
17,281
17,1495
18,399
18,2202
18,1774
18,305
18,182
19,2588
19,904
19,2517
19,1226
19,1952
20,984
20,2062
20,1875
20,2721
20,2389
21,2058
21,2243
21,1981
21,241
21,1871
22,328
22,1493
22,50
22,1544
22,996
23,944
23,2181
23,2372
23,1462
23,1934
24,2078
24,244
24,425
24,912
24,1821
25,1533
25,450
25,1150
25,1752
25,391
26,631
26,1985
26,1584
26,1510
26,1808
27,2089
27,1679
27,2672
27,1141
27,1331
28,2211
28,701
28,964
28,756
28,1006
29,2420
29,2615
29,2800
29,1394
29,1522
30,368
30,1184
30,1707
30,52
30,1677
31,238
31,1528
31,1107
31,730
31,1880
32,2286
32,2576
32,2610
32,2693
32,2893
33,2030
33,1794
33,601
33,2855
33,1353
34,563
34,1104
34,2072
34,386
34,1523
35,2679
35,1807
35,2424
35,2131
35,2628
36,2306
36,978
36,1787
36,1328
36,524
37,2194
37,1211
37,967
37,1735
37,2726
38,1256
38,891
38,2628
38,2424
38,1807
39,55
39,1803
39,2943
39,839
39,337
40,2527
40,1370
40,2570
40,2792
40,2497
41,2100
41,3036
41,645
41,2815
41,469
42,1702
42,2799
42,2978
42,1517
42,1911
43,2649
43,562
43,1953
43,1460
43,2496
44,1303
44,2095
44,1201
44,1224
44,2499
45,1921
45,812
45,1504
45,1716
45,1657
46,359
46,316
46,73
46,285
46,1321
47,2477
47,140
47,725
47,2248
47,1202
48,1126
48,948
48,2066
48,2252
48,1765
49,637
49,1707
49,2912
49,2906
49,1091
50,471
50,1273
50,22
50,1493
50,1488
51,597
51,618
51,2024
51,298
51,787
52,1677
52,1366
52,1707
52,2375
52,1501
53,1
53,785
53,147
53,1922
53,2918
54,55
54,694
54,839
54,2098
54,1405
55,54
55,2098
55,1405
55,2943
55,694
56,1997
56,1995
56,1851
56,1942
56,204
57,2962
57,1974
57,162
57,1539
57,2501
58,1008
58,2246
58,763
58,883
58,802
59,186
59,734
59,2486
59,2020
59,2544
60,687
60,515
60,119
60,607
60,314
61,1009
61,420
61,2920
61,2185
61,1493
62,2170
62,2385
62,2741
62,2448
62,1274
63,751
63,1518
63,539
63,505
63,911
64,1094
64,1349
64,1643
64,2149
64,73
65,3093
65,383
65,1034
65,2518
65,2143
66,1909
66,2024
66,824
66,51
66,646
67,2257
67,842
67,2903
67,1147
67,496
68,494
68,2648
68,1302
68,898
68,2176
69,1432
69,1446
69,1810
69,1281
69,1856
70,3091
70,117
70,465
70,2049
70,658
71,2690
71,339
71,1957
71,849
71,1772
72,1348
72,364
72,79
72,758
72,2252
73,285
73,359
73,709
73,316
73,571
74,571
74,285
74,591
74,73
74,2148
75,791
75,1471
75,633
75,1365
75,1578
76,2452
76,2065
76,1801
76,2135
76,1664
77,480
77,1881
77,1004
77,1053
77,1369
78,1741
78,603
78,430
78,1646
78,1076
79,327
79,72
79,364
79,1826
79,1022
80,786
80,2436
80,2318
80,2319
80,3031
81,1560
81,110
81,1251
81,2068
81,1772
82,902
82,158
82,1797
82,2057
82,2316
83,176
83,2258
83,684
83,655
83,571
84,1261
84,1801
84,336
84,1790
84,238
85,1135
85,2728
85,2799
85,2803
85,2814
86,1342
86,904
86,1799
86,1952
86,19
87,1033
87,316
87,359
87,2087
87,74
88,3095
88,2017
88,2325
88,640
88,932
89,158
89,625
89,566
89,328
89,1339
90,1435
90,2029
90,441
90,236
90,2228
91,2328
91,2239
91,424
91,2957
91,1155
92,2035
92,1586
92,2214
92,562
92,2178
93,1200
93,2584
93,1986
93,1308
93,1215
94,99
94,353
94,946
94,1321
94,2284
95,1411
95,414
95,1046
95,3004
95,419
96,2316
96,898
96,441
96,1481
96,1922
97,823
97,1714
97,598
97,1197
97,1936
98,2240
98,90
98,1678
98,2844
98,2231
99,94
99,353
99,946
99,2284
99,1094
100,201
100,1316
100,1484
100,1722
100,2287
101,573
101,1977
101,1138
101,1606
101,947
102,1808
102,159
102,1510
102,1584
102,1985
103,1773
103,1364
103,994
103,310
103,2429
104,1231
104,1304
104,364
104,2767
104,327
105,826
105,609
105,838
105,143
105,621
106,163
106,3074
106,993
106,2412
106,111
107,2496
107,2191
107,1586
107,2606
107,1446
108,516
108,1527
108,2770
108,1429
108,223
109,2191
109,2496
109,1740
109,1483
109,2651
110,1560
110,390
110,81
110,71
110,2068
111,163
111,106
111,3074
111,993
111,1136
112,2080
112,990
112,142
112,149
112,1344
113,1422
113,3084
113,1275
113,799
113,444
114,120
114,659
114,1644
114,1086
