Source,Target
0,1766
0,263
0,2362
0,1031
0,2520
1,53
1,261
1,1974
1,2284
1,1378
2,1378
2,1577
2,261
2,995
2,1
3,1725
3,940
3,453
3,209
3,926
4,2387
4,470
4,1730
4,1151
4,1167
5,1330
5,2644
5,1131
5,2476
5,2401
6,1172
6,2517
6,1180
6,1536
6,219
7,2147
7,1318
7,154
7,325
7,1139
8,1607
8,1913
8,2141
8,2280
8,1338
9,176
9,2202
9,2120
9,280
9,1055
10,199
10,1942
10,2439
10,16
10,914
11,17
11,2011
11,263
11,2894
11,1952
12,2927
12,2260
12,124
12,698
12,1447
13,1653
13,2639
13,428
13,993
13,2046
14,120
14,531
14,307
14,1347
14,161
15,853
15,1361
15,576
15,1707
15,137
16,812
16,1942
16,10
16,780
16,2439
17,11
17,2894
17,263
17,278
17,967
18,1446
18,877
18,1742
18,2270
18,2599
19,1472
19,257
19,872
19,1882
19,521
20,1745
20,1814
20,2365
20,2542
20,1105
21,1633
21,1473
21,1945
21,476
21,981
22,1585
22,478
22,2219
22,1860
22,1896
23,1845
23,479
23,2080
23,1072
23,2264
24,369
24,1203
24,502
24,1232
24,1286
25,1479
25,995
25,1699
25,1408
25,2028
26,159
26,601
26,300
26,1027
26,1331
27,2620
27,1021
27,1688
27,880
27,498
28,2792
28,1955
28,2834
28,2183
28,934
29,76
29,1587
29,489
29,873
29,1393
30,824
30,1504
30,1213
30,1853
30,2641
31,1794
31,207
31,332
31,1205
31,785
32,253
32,2098
32,2333
32,1201
32,2579
33,2863
33,901
33,197
33,1048
33,1191
34,2015
34,124
34,698
34,1974
34,658
35,1623
35,763
35,929
35,2827
35,2046
36,2224
36,2010
36,2801
36,302
36,2386
37,2233
37,1493
37,1177
37,1391
37,2677
38,1809
38,1775
38,787
38,2100
38,983
39,2300
39,753
39,2403
39,744
39,737
40,1452
40,273
40,460
40,441
40,1796
41,2716
41,2131
41,2726
41,1089
41,2465
42,2551
42,2670
42,2851
42,2540
42,2746
43,2596
43,1699
43,324
43,2737
43,2118
44,439
44,1939
44,1736
44,791
44,2241
45,1296
45,1112
45,1371
45,2035
45,1218
46,74
46,1316
46,356
46,282
46,312
47,1161
47,720
47,1812
47,344
47,2434
48,1345
48,672
48,543
48,626
48,361
49,247
49,2016
49,941
49,1881
49,1082
50,1001
50,2681
50,2213
50,2328
50,2906
51,67
51,1010
51,457
51,239
51,1929
52,454
52,2217
52,2060
52,604
52,899
53,1
53,261
53,1974
53,2284
53,779
54,1796
54,523
54,1130
54,309
54,689
55,859
55,1799
55,523
55,96
55,964
56,202
56,421
56,1979
56,1981
56,1964
57,1552
57,1490
57,1959
57,1056
57,368
58,1121
58,877
58,435
58,90
58,999
59,2005
59,1870
59,789
59,2417
59,184
60,510
60,121
60,1407
60,603
60,1899
61,1182
61,1837
61,2081
61,2247
61,41
62,289
62,1765
62,1887
62,317
62,467
63,1787
63,625
63,1922
63,2843
63,2874
64,535
64,501
64,697
64,1650
64,2085
65,1346
65,1085
65,1919
65,74
65,2702
66,163
66,1806
66,1574
66,238
66,1154
67,51
67,457
67,255
67,852
67,239
68,1139
68,2823
68,1502
68,1843
68,1659
69,1295
69,2693
69,2775
69,2154
69,2707
70,2725
70,1162
70,1442
70,1715
70,2602
71,2915
71,2041
71,2544
71,1625
71,910
72,2607
72,2637
72,127
72,2441
72,878
73,570
73,1805
73,1345
73,361
73,750
74,356
74,46
74,657
74,556
74,704
75,567
75,1403
75,312
75,282
75,88
76,29
76,1587
76,2567
76,2383
76,2082
77,1487
77,2825
77,2411
77,1495
77,1582
78,1237
78,1607
78,1463
78,2662
78,995
79,1913
79,853
79,2507
79,2280
79,1435
80,1014
80,341
80,587
80,358
80,1805
81,1279
81,2552
81,2643
81,1971
81,2610
82,767
82,904
82,299
82,111
82,2050
83,668
83,158
83,896
83,1808
83,648
84,175
84,2235
84,679
84,2229
84,649
85,326
85,1255
85,1551
85,236
85,759
86,2308
86,731
86,988
86,2163
86,2737
87,2789
87,283
87,1561
87,2285
87,2330
88,1023
88,1185
88,75
88,1239
88,2068
89,2928
89,2682
89,2302
89,2116
89,1283
90,435
90,379
90,620
90,838
90,1063
91,920
91,681
91,2014
91,1241
91,394
92,2215
92,2933
92,557
92,2619
92,1823
93,2725
93,2020
93,156
93,1162
93,2602
94,1789
94,745
94,320
94,1044
94,2799
95,101
95,2261
95,178
95,2175
95,501
96,2803
96,1398
96,55
96,882
96,1799
97,701
97,1503
97,2168
97,722
97,2864
98,1517
98,1028
98,436
98,405
98,1754
99,774
99,1189
99,1281
99,1924
99,975
100,2204
100,1054
100,637
100,2282
100,2014
101,95
101,2261
101,2175
101,1877
101,178
102,2251
102,199
102,1884
102,10
102,1072
103,569
103,1962
103,1991
103,1603
103,2127
104,1249
104,1655
104,617
104,292
104,1732
105,2629
105,1418
105,1128
105,2615
105,616
106,1224
106,323
106,1297
106,999
106,1040
107,2842
107,112
107,996
107,984
107,1768
108,2169
108,1649
108,434
108,2156
108,2780
109,4
109,2329
109,1558
109,252
109,1485
110,1274
110,1846
110,910
110,132
110,1802
111,767
111,809
111,235
111,82
111,2410
112,996
112,2842
112,167
112,1062
112,1127
113,1945
113,2030
113,2092
113,144
113,1924
114,2735
114,627
114,1947
114,2791
114,777
115,1417
115,1169
115,791
115,2088
115,890
116,2440
116,2519
116,2103
116,545
116,2723
117,1594
117,1165
117,1481
117,822
117,1993
118,2318
118,2657
118,2097
118,1390
118,2205
119,1562
119,1164
119,2925
119,538
119,169
120,307
120,1347
120,666
120,1556
120,2292
121,510
121,310
121,60
121,603
121,1006
122,2275
122,653
122,1047
122,834
122,1374
123,642
123,1367
123,1409
123,600
123,1154
124,698
124,2388
124,34
124,2260
124,1698
125,1283
125,1780
125,2809
125,2116
125,635
126,259
126,1057
126,2698
126,955
126,696
127,2607
127,2729
127,335
127,72
127,2637
128,2117
128,506
128,1774
128,2932
128,649
129,2471
129,933
129,549
129,175
129,1494
130,1135
130,1576
130,826
130,482
130,1137
131,1251
131,2720
131,2419
131,2450
131,1116
132,2564
132,1846
132,1715
132,70
132,1442
133,284
133,1520
133,1351
133,403
133,1658
134,1618
134,2627
134,1163
134,2625
134,2396
135,1202
135,984
135,1615
135,2075
135,2170
136,750
136,73
136,618
136,2188
136,1684
137,387
137,2795
137,1644
137,2161
137,853
138,63
138,1787
138,2883
138,1798
138,2522
139,883
139,1810
139,2904
139,217
139,459
140,926
140,1397
140,2664
140,1215
140,1343
141,720
141,2281
141,1161
141,1946
141,2435
142,346
142,1507
142,2295
142,655
142,2515
143,2487
143,2566
143,916
143,2800
143,1827
144,375
144,786
144,1540
144,255
144,1189
145,2811
145,1718
145,424
145,867
145,2601
146,25
146,1479
146,2118
146,426
146,2028
147,2341
147,316
147,2879
147,2065
147,777
148,2646
148,656
148,2464
148,2800
148,1844
149,803
149,1636
149,372
149,1853
149,1213
150,2413
150,357
150,754
150,732
150,78
151,981
151,960
151,1637
151,1094
151,172
152,764
152,491
152,662
152,461
152,2457
153,2097
153,1093
153,118
153,1038
153,205
154,2462
154,325
154,1318
154,7
154,1139
155,100
155,2171
155,188
155,2186
155,490
156,1162
156,408
156,93
156,1510
156,2725
157,2712
157,1133
157,2688
157,542
157,221
158,1483
158,83
158,1200
158,668
158,1605
159,601
159,2658
159,26
159,1059
159,2861
160,1022
160,2082
160,677
160,2061
160,1539
161,307
161,1493
161,1498
161,1669
161,1704
162,410
162,984
162,1202
162,2889
162,426
163,66
163,2276
163,238
163,1574
163,1806
164,2883
164,1787
164,1027
164,2891
164,2861
165,2864
165,1174
165,2681
165,1839
165,2498
166,2029
166,268
166,169
166,2140
166,430
167,2159
167,1127
167,1387
167,112
167,825
168,1097
168,2144
168,1389
168,2586
168,1328
169,1164
169,1282
169,828
169,2060
169,1562
170,295
170,255
170,852
170,1652
170,457
171,2042
171,78
171,1961
171,2732
171,1898
172,1637
172,1210
172,2052
172,1973
172,305
173,1918
173,630
173,1828
173,645
173,159
174,2829
174,2538
174,2497
174,1436
174,1988
175,84
175,2235
175,2229
175,679
175,128
176,2854
176,9
176,2120
176,736
176,1288
177,1751
177,1988
177,2729
177,2497
177,1957
178,2261
178,95
178,2175
178,101
178,501
179,1610
179,1407
179,498
179,1494
179,1774
180,1373
180,1152
180,722
180,943
180,274
181,2180
181,1742
181,582
181,394
181,2136
182,2241
182,1162
182,156
182,1649
182,1510
183,741
183,1438
183,1614
183,1760
183,909
184,1870
184,1808
184,490
184,2188
184,444
185,500
185,667
185,1006
185,2616
185,2620
186,1220
186,713
186,2462
186,1975
186,210
187,2503
187,731
187,2163
187,563
187,2674
188,1901
188,287
188,339
188,1826
188,1026
189,1299
189,2072
189,507
189,535
189,1060
190,2921
190,514
190,361
190,596
190,1792
191,867
191,1592
191,1887
191,479
191,1266
192,1171
192,249
192,1225
192,452
192,409
193,959
193,1740
193,1688
193,1940
193,703
194,1174
194,187
194,2762
194,1849
194,563
195,1707
195,1243
195,390
195,497
195,2694
196,2146
196,2937
196,1363
196,2604
196,2303
197,901
197,31
197,332
197,1255
197,1048
198,2775
198,2707
198,1295
198,1248
198,69
199,10
199,914
199,102
199,2210
199,1350
200,1158
200,2197
200,1462
200,1609
200,864
201,2240
201,1544
201,1486
201,1815
201,1065
202,56
202,964
202,1619
202,421
202,925
203,164
203,2883
203,2444
203,2322
203,449
204,2197
204,1433
204,200
204,1609
204,1158
205,776
205,1259
205,709
205,331
205,328
206,342
206,1189
206,975
206,816
206,401
207,31
207,1528
207,1794
207,2157
207,1205
208,1692
208,2431
208,1955
208,2818
208,600
209,453
209,2924
209,1725
209,3
209,940
210,1975
210,803
210,149
210,2462
210,251
211,2750
211,2252
211,2041
211,2506
211,2046
212,2858
212,2274
212,532
212,1247
212,2894
213,1499
213,1493
213,236
213,85
213,1255
214,2810
214,1087
214,2391
214,2103
214,1807
215,2698
215,2096
215,381
215,66
215,692
216,2300
216,2486
216,2719
216,347
216,2508
217,2317
217,1767
217,2279
217,842
217,738
218,512
218,1093
218,2200
218,1458
218,847
219,1260
219,6
219,1306
219,1965
219,1180
220,604
220,1277
220,454
220,998
220,2217
221,1458
221,1431
221,2860
221,2246
221,328
222,2608
222,457
222,1966
222,1301
222,1652
223,1696
223,2642
223,2556
223,802
223,2760
224,1566
224,559
224,439
224,614
224,454
225,1041
225,2489
225,390
225,360
225,1348
226,1337
226,2189
226,2386
226,302
